id,text,referenceAnswer,keyPoints,questionScope
1,โครงการชลประทานตากมีปริมาณการใช้น้ำของพืชวันนี้เป็นยังไง,"ตอบจาก database (simsat) ของ ""โครงการชลประทานตาก"" — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่า <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ",ชลประทานตาก | ปริมาณการใช้น้ำของพืช | วันนี้ | ลบ.ม./วิ,specific
131,โครงการส่งน้ำและบำรุงรักษาแม่ยมมีพื้นที่ปลูกข้าวโพดสัปดาห์นี้เท่าไหร่,"ตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาแม่ยม"" — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่า <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง)",แม่ยม | ข้าวโพด | ไร่ | สัปดาห์นี้,specific
132,โครงการส่งน้ำและบำรุงรักษาแม่ยมมีพื้นที่ปลูกข้าวโพดปีนี้เท่าไหร่,"ตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาแม่ยม"" — ในช่วงปีปัจจุบัน — โดยรายงานค่า <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง)",แม่ยม | ข้าวโพด | ไร่ | ปีนี้,specific
133,โครงการส่งน้ำและบำรุงรักษาแม่ยมมีพื้นที่ปลูกมันสำปะหลังสัปดาห์นี้เท่าไหร่,"ตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาแม่ยม"" — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่า <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง)",แม่ยม | มันสำปะหลัง | ไร่ | สัปดาห์นี้,specific
134,โครงการส่งน้ำและบำรุงรักษาแม่ยมมีพื้นที่ปลูกมันสำปะหลังปีนี้เท่าไหร่,"ตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาแม่ยม"" — ในช่วงปีปัจจุบัน — โดยรายงานค่า <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง)",แม่ยม | มันสำปะหลัง | ไร่ | ปีนี้,specific
135,โครงการส่งน้ำและบำรุงรักษาท่อทองแดงมีพื้นที่ปลูกข้าวสัปดาห์นี้เท่าไหร่,"ตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาท่อทองแดง"" — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่า <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง)",ท่อทองแดง | ข้าว | ไร่ | สัปดาห์นี้,specific
136,โครงการส่งน้ำและบำรุงรักษาท่อทองแดงมีพื้นที่ปลูกข้าวปีนี้เท่าไหร่,"ตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาท่อทองแดง"" — ในช่วงปีปัจจุบัน — โดยรายงานค่า <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง)",ท่อทองแดง | ข้าว | ไร่ | ปีนี้,specific
137,โครงการส่งน้ำและบำรุงรักษาท่อทองแดงมีพื้นที่ปลูกอ้อยสัปดาห์นี้เท่าไหร่,"ตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาท่อทองแดง"" — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่า <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง)",ท่อทองแดง | อ้อย | ไร่ | สัปดาห์นี้,specific
138,โครงการส่งน้ำและบำรุงรักษาท่อทองแดงมีพื้นที่ปลูกอ้อยปีนี้เท่าไหร่,"ตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาท่อทองแดง"" — ในช่วงปีปัจจุบัน — โดยรายงานค่า <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง)",ท่อทองแดง | อ้อย | ไร่ | ปีนี้,specific
139,โครงการส่งน้ำและบำรุงรักษาท่อทองแดงมีพื้นที่ปลูกข้าวโพดสัปดาห์นี้เท่าไหร่,"ตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาท่อทองแดง"" — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่า <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง)",ท่อทองแดง | ข้าวโพด | ไร่ | สัปดาห์นี้,specific
140,โครงการส่งน้ำและบำรุงรักษาท่อทองแดงมีพื้นที่ปลูกข้าวโพดปีนี้เท่าไหร่,"ตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาท่อทองแดง"" — ในช่วงปีปัจจุบัน — โดยรายงานค่า <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง)",ท่อทองแดง | ข้าวโพด | ไร่ | ปีนี้,specific
141,โครงการส่งน้ำและบำรุงรักษาท่อทองแดงมีพื้นที่ปลูกมันสำปะหลังสัปดาห์นี้เท่าไหร่,"ตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาท่อทองแดง"" — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่า <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง)",ท่อทองแดง | มันสำปะหลัง | ไร่ | สัปดาห์นี้,specific
142,โครงการส่งน้ำและบำรุงรักษาท่อทองแดงมีพื้นที่ปลูกมันสำปะหลังปีนี้เท่าไหร่,"ตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาท่อทองแดง"" — ในช่วงปีปัจจุบัน — โดยรายงานค่า <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง)",ท่อทองแดง | มันสำปะหลัง | ไร่ | ปีนี้,specific
143,โครงการส่งน้ำและบำรุงรักษาสุโขทัยมีพื้นที่ปลูกข้าวสัปดาห์นี้เท่าไหร่,"ตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาสุโขทัย"" — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่า <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง)",บำรุงรักษาสุโขทัย | ข้าว | ไร่ | สัปดาห์นี้,specific
144,โครงการส่งน้ำและบำรุงรักษาสุโขทัยมีพื้นที่ปลูกข้าวปีนี้เท่าไหร่,"ตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาสุโขทัย"" — ในช่วงปีปัจจุบัน — โดยรายงานค่า <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง)",บำรุงรักษาสุโขทัย | ข้าว | ไร่ | ปีนี้,specific
145,โครงการส่งน้ำและบำรุงรักษาสุโขทัยมีพื้นที่ปลูกอ้อยสัปดาห์นี้เท่าไหร่,"ตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาสุโขทัย"" — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่า <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง)",บำรุงรักษาสุโขทัย | อ้อย | ไร่ | สัปดาห์นี้,specific
146,โครงการส่งน้ำและบำรุงรักษาสุโขทัยมีพื้นที่ปลูกอ้อยปีนี้เท่าไหร่,"ตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาสุโขทัย"" — ในช่วงปีปัจจุบัน — โดยรายงานค่า <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง)",บำรุงรักษาสุโขทัย | อ้อย | ไร่ | ปีนี้,specific
147,โครงการส่งน้ำและบำรุงรักษาสุโขทัยมีพื้นที่ปลูกข้าวโพดสัปดาห์นี้เท่าไหร่,"ตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาสุโขทัย"" — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่า <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง)",บำรุงรักษาสุโขทัย | ข้าวโพด | ไร่ | สัปดาห์นี้,specific
148,โครงการส่งน้ำและบำรุงรักษาสุโขทัยมีพื้นที่ปลูกข้าวโพดปีนี้เท่าไหร่,"ตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาสุโขทัย"" — ในช่วงปีปัจจุบัน — โดยรายงานค่า <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง)",บำรุงรักษาสุโขทัย | ข้าวโพด | ไร่ | ปีนี้,specific
149,โครงการส่งน้ำและบำรุงรักษาสุโขทัยมีพื้นที่ปลูกมันสำปะหลังสัปดาห์นี้เท่าไหร่,"ตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาสุโขทัย"" — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่า <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง)",บำรุงรักษาสุโขทัย | มันสำปะหลัง | ไร่ | สัปดาห์นี้,specific
150,โครงการส่งน้ำและบำรุงรักษาสุโขทัยมีพื้นที่ปลูกมันสำปะหลังปีนี้เท่าไหร่,"ตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาสุโขทัย"" — ในช่วงปีปัจจุบัน — โดยรายงานค่า <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง)",บำรุงรักษาสุโขทัย | มันสำปะหลัง | ไร่ | ปีนี้,specific
151,จังหวัดกำแพงเพชรมีพื้นที่ปลูกข้าวรวมสัปดาห์นี้เท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดกำแพงเพชร — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดกำแพงเพชร | ข้าว | ไร่ | สัปดาห์นี้,specific
152,จังหวัดกำแพงเพชรมีพื้นที่ปลูกข้าวรวมปีที่แล้วเท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดกำแพงเพชร — ในช่วงปีที่ผ่านมา — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดกำแพงเพชร | ข้าว | ไร่ | ปีที่แล้ว,specific
153,จังหวัดกำแพงเพชรมีพื้นที่ปลูกอ้อยรวมสัปดาห์นี้เท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดกำแพงเพชร — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดกำแพงเพชร | อ้อย | ไร่ | สัปดาห์นี้,specific
154,จังหวัดกำแพงเพชรมีพื้นที่ปลูกอ้อยรวมปีที่แล้วเท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดกำแพงเพชร — ในช่วงปีที่ผ่านมา — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดกำแพงเพชร | อ้อย | ไร่ | ปีที่แล้ว,specific
155,จังหวัดกำแพงเพชรมีพื้นที่ปลูกข้าวโพดรวมสัปดาห์นี้เท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดกำแพงเพชร — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดกำแพงเพชร | ข้าวโพด | ไร่ | สัปดาห์นี้,specific
156,จังหวัดกำแพงเพชรมีพื้นที่ปลูกข้าวโพดรวมปีที่แล้วเท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดกำแพงเพชร — ในช่วงปีที่ผ่านมา — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดกำแพงเพชร | ข้าวโพด | ไร่ | ปีที่แล้ว,specific
157,จังหวัดกำแพงเพชรมีพื้นที่ปลูกมันสำปะหลังรวมสัปดาห์นี้เท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดกำแพงเพชร — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดกำแพงเพชร | มันสำปะหลัง | ไร่ | สัปดาห์นี้,specific
158,จังหวัดกำแพงเพชรมีพื้นที่ปลูกมันสำปะหลังรวมปีที่แล้วเท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดกำแพงเพชร — ในช่วงปีที่ผ่านมา — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดกำแพงเพชร | มันสำปะหลัง | ไร่ | ปีที่แล้ว,specific
159,จังหวัดแพร่มีพื้นที่ปลูกข้าวรวมสัปดาห์นี้เท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดแพร่ — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดแพร่ | ข้าว | ไร่ | สัปดาห์นี้,specific
160,จังหวัดแพร่มีพื้นที่ปลูกข้าวรวมปีที่แล้วเท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดแพร่ — ในช่วงปีที่ผ่านมา — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดแพร่ | ข้าว | ไร่ | ปีที่แล้ว,specific
161,จังหวัดแพร่มีพื้นที่ปลูกอ้อยรวมสัปดาห์นี้เท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดแพร่ — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดแพร่ | อ้อย | ไร่ | สัปดาห์นี้,specific
162,จังหวัดแพร่มีพื้นที่ปลูกอ้อยรวมปีที่แล้วเท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดแพร่ — ในช่วงปีที่ผ่านมา — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดแพร่ | อ้อย | ไร่ | ปีที่แล้ว,specific
163,จังหวัดแพร่มีพื้นที่ปลูกข้าวโพดรวมสัปดาห์นี้เท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดแพร่ — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดแพร่ | ข้าวโพด | ไร่ | สัปดาห์นี้,specific
164,จังหวัดแพร่มีพื้นที่ปลูกข้าวโพดรวมปีที่แล้วเท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดแพร่ — ในช่วงปีที่ผ่านมา — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดแพร่ | ข้าวโพด | ไร่ | ปีที่แล้ว,specific
165,จังหวัดแพร่มีพื้นที่ปลูกมันสำปะหลังรวมสัปดาห์นี้เท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดแพร่ — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดแพร่ | มันสำปะหลัง | ไร่ | สัปดาห์นี้,specific
166,จังหวัดแพร่มีพื้นที่ปลูกมันสำปะหลังรวมปีที่แล้วเท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดแพร่ — ในช่วงปีที่ผ่านมา — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดแพร่ | มันสำปะหลัง | ไร่ | ปีที่แล้ว,specific
167,จังหวัดตากมีพื้นที่ปลูกข้าวรวมสัปดาห์นี้เท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดตาก — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดตาก | ข้าว | ไร่ | สัปดาห์นี้,specific
168,จังหวัดตากมีพื้นที่ปลูกข้าวรวมปีที่แล้วเท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดตาก — ในช่วงปีที่ผ่านมา — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดตาก | ข้าว | ไร่ | ปีที่แล้ว,specific
169,จังหวัดตากมีพื้นที่ปลูกอ้อยรวมสัปดาห์นี้เท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดตาก — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดตาก | อ้อย | ไร่ | สัปดาห์นี้,specific
170,จังหวัดตากมีพื้นที่ปลูกอ้อยรวมปีที่แล้วเท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดตาก — ในช่วงปีที่ผ่านมา — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดตาก | อ้อย | ไร่ | ปีที่แล้ว,specific
171,จังหวัดตากมีพื้นที่ปลูกข้าวโพดรวมสัปดาห์นี้เท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดตาก — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดตาก | ข้าวโพด | ไร่ | สัปดาห์นี้,specific
172,จังหวัดตากมีพื้นที่ปลูกข้าวโพดรวมปีที่แล้วเท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดตาก — ในช่วงปีที่ผ่านมา — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดตาก | ข้าวโพด | ไร่ | ปีที่แล้ว,specific
173,จังหวัดตากมีพื้นที่ปลูกมันสำปะหลังรวมสัปดาห์นี้เท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดตาก — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดตาก | มันสำปะหลัง | ไร่ | สัปดาห์นี้,specific
174,จังหวัดตากมีพื้นที่ปลูกมันสำปะหลังรวมปีที่แล้วเท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดตาก — ในช่วงปีที่ผ่านมา — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดตาก | มันสำปะหลัง | ไร่ | ปีที่แล้ว,specific
175,จังหวัดสุโขทัยมีพื้นที่ปลูกข้าวรวมสัปดาห์นี้เท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดสุโขทัย — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดสุโขทัย | ข้าว | ไร่ | สัปดาห์นี้,specific
176,จังหวัดสุโขทัยมีพื้นที่ปลูกข้าวรวมปีที่แล้วเท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดสุโขทัย — ในช่วงปีที่ผ่านมา — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดสุโขทัย | ข้าว | ไร่ | ปีที่แล้ว,specific
177,จังหวัดสุโขทัยมีพื้นที่ปลูกอ้อยรวมสัปดาห์นี้เท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดสุโขทัย — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดสุโขทัย | อ้อย | ไร่ | สัปดาห์นี้,specific
178,จังหวัดสุโขทัยมีพื้นที่ปลูกอ้อยรวมปีที่แล้วเท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดสุโขทัย — ในช่วงปีที่ผ่านมา — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดสุโขทัย | อ้อย | ไร่ | ปีที่แล้ว,specific
179,จังหวัดสุโขทัยมีพื้นที่ปลูกข้าวโพดรวมสัปดาห์นี้เท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดสุโขทัย — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดสุโขทัย | ข้าวโพด | ไร่ | สัปดาห์นี้,specific
180,จังหวัดสุโขทัยมีพื้นที่ปลูกข้าวโพดรวมปีที่แล้วเท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดสุโขทัย — ในช่วงปีที่ผ่านมา — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดสุโขทัย | ข้าวโพด | ไร่ | ปีที่แล้ว,specific
181,จังหวัดสุโขทัยมีพื้นที่ปลูกมันสำปะหลังรวมสัปดาห์นี้เท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดสุโขทัย — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดสุโขทัย | มันสำปะหลัง | ไร่ | สัปดาห์นี้,specific
182,จังหวัดสุโขทัยมีพื้นที่ปลูกมันสำปะหลังรวมปีที่แล้วเท่าไหร่,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดสุโขทัย — ในช่วงปีที่ผ่านมา — โดยรายงานค่ารวม <ตัวเลข> ไร่ — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: แปลง),จังหวัดสุโขทัย | มันสำปะหลัง | ไร่ | ปีที่แล้ว,specific
183,โครงการชลประทานตากคาดว่าจะมีปริมาณการใช้น้ำของพืชเป็นยังไงใน 7 วันข้างหน้า,"ตอบจาก database (simsat) ของ ""โครงการชลประทานตาก"" — ในช่วง7 วันข้างหน้า — โดยรายงานค่า <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: พยากรณ์)",ชลประทานตาก | 7 วัน | ลบ.ม./วิ,specific
184,โครงการชลประทานตากคาดว่าจะมีปริมาณการใช้น้ำของพืชเป็นยังไงใน 14 วันข้างหน้า,"ตอบจาก database (simsat) ของ ""โครงการชลประทานตาก"" — ในช่วง14 วันข้างหน้า — โดยรายงานค่า <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: พยากรณ์)",ชลประทานตาก | 14 วัน | ลบ.ม./วิ,specific
185,โครงการส่งน้ำและบำรุงรักษาวังบัวคาดว่าจะมีปริมาณการใช้น้ำของพืชเป็นยังไงใน 7 วันข้างหน้า,"ตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาวังบัว"" — ในช่วง7 วันข้างหน้า — โดยรายงานค่า <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: พยากรณ์)",วังบัว | 7 วัน | ลบ.ม./วิ,specific
